gene_id	transcript_id(s)	T1_R1	T1_R10	T1_R2	T1_R3	T1_R4	T1_R5	T1_R6	T1_R7	T1_R8	T1_R9
ENSOARG00020003540	ENSOART00020005398	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	18.00
ENSOARG00020003541	ENSOART00020005498,ENSOART00020005536	117.00	126.00	8.00	45.00	50.00	1.00	61.00	112.00	149.00	248.00
ENSOARG00020003542	ENSOART00020005403	23.00	78.00	9.00	11.00	53.00	15.00	63.00	42.00	85.00	78.00
ENSOARG00020003543	ENSOART00020005488	1373.00	1138.00	809.00	787.00	781.00	1025.00	848.00	891.00	1952.00	1155.00
ENSOARG00020003544	ENSOART00020005408,ENSOART00020005448	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003545	ENSOART00020005422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003546	ENSOART00020005404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003547	ENSOART00020005409,ENSOART00020005507,ENSOART00020005628,ENSOART00020005721,ENSOART00020005753	318.00	233.00	787.00	1007.00	1163.00	1095.00	122.00	1113.00	333.00	132.00
ENSOARG00020003548	ENSOART00020005454	0.00	3.00	0.00	0.00	0.00	2.00	1.01	0.00	1.00	0.00
ENSOARG00020003549	ENSOART00020005467	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00
ENSOARG00020003550	ENSOART00020005452,ENSOART00020005474	48.00	73.00	85.00	67.00	69.00	89.00	139.00	49.00	72.00	79.00
ENSOARG00020003551	ENSOART00020005813	0.00	0.00	3.00	0.00	5.00	7.00	0.00	9.00	0.00	0.00
ENSOARG00020003552	ENSOART00020005508,ENSOART00020005552,ENSOART00020005575,ENSOART00020005620	2412.56	4168.32	2892.59	2554.70	2834.32	3682.36	3088.44	3057.03	3644.51	1976.40
ENSOARG00020003553	ENSOART00020005449	180.00	607.00	70.00	88.00	201.00	131.00	794.00	197.00	863.00	952.00
ENSOARG00020003554	ENSOART00020005420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003555	ENSOART00020005475,ENSOART00020005496	1107.00	797.00	50.00	68.00	69.00	65.00	309.00	33.00	1071.00	610.00
ENSOARG00020003556	ENSOART00020005909,ENSOART00020006013,ENSOART00020006111,ENSOART00020006212,ENSOART00020006331	655.00	376.00	857.00	743.00	680.00	1014.00	158.00	631.00	797.00	77.00
ENSOARG00020003557	ENSOART00020005419	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003558	ENSOART00020005502	924.00	471.00	1130.00	1024.00	1203.00	1464.00	117.00	1362.00	1562.00	96.00
ENSOARG00020003559	ENSOART00020005435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003560	ENSOART00020005424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003561	ENSOART00020005444	217.00	59.00	109.00	218.00	406.00	326.00	10.00	333.00	310.00	49.00
ENSOARG00020003562	ENSOART00020005443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003563	ENSOART00020005431	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003564	ENSOART00020005432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003565	ENSOART00020005514,ENSOART00020005537,ENSOART00020005557,ENSOART00020005571,ENSOART00020005587,ENSOART00020005610,ENSOART00020005636,ENSOART00020005647,ENSOART00020005656	17.00	5.00	184.00	180.00	398.00	581.00	1.00	432.00	9.00	0.00
ENSOARG00020003566	ENSOART00020005491	155.00	104.00	3463.00	1539.00	3011.00	3720.00	78.00	2317.00	153.00	178.00
ENSOARG00020003567	ENSOART00020005464	0.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00	1.00	0.00
ENSOARG00020003568	ENSOART00020005642,ENSOART00020005657	253.00	366.00	339.00	245.00	938.00	500.00	179.00	859.00	566.00	292.00
ENSOARG00020003569	ENSOART00020005962,ENSOART00020005995	41.00	45.00	12.00	17.00	167.00	11.00	29.00	133.00	21.00	66.00
ENSOARG00020003570	ENSOART00020005427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003571	ENSOART00020005883,ENSOART00020005925,ENSOART00020005952	21.00	86.00	10.00	1.00	0.00	0.00	146.00	6.00	16.00	3.00
ENSOARG00020003572	ENSOART00020005438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003573	ENSOART00020005495	42.00	60.00	249.00	466.00	211.00	218.00	18.00	440.00	68.00	114.00
ENSOARG00020003574	ENSOART00020005437	150.71	33.79	43.45	110.60	24.86	333.45	125.81	159.45	219.13	5.35
ENSOARG00020003575	ENSOART00020005457	757.00	629.00	922.00	685.00	928.00	1192.00	766.00	1184.00	888.00	1014.00
ENSOARG00020003576	ENSOART00020005460	59.00	81.00	20.00	31.00	29.00	16.00	55.00	14.00	50.00	62.00
ENSOARG00020003577	ENSOART00020005479,ENSOART00020005487,ENSOART00020005494,ENSOART00020005510	37.00	44.00	4.00	15.00	33.00	23.00	26.00	17.00	121.00	88.00
ENSOARG00020003578	ENSOART00020005440	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003579	ENSOART00020005451	5.46	3.02	10.82	1.96	0.00	6.98	15.90	6.08	5.10	8.63
ENSOARG00020003580	ENSOART00020005459	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003581	ENSOART00020005568,ENSOART00020005596	405.00	725.00	254.00	290.00	736.00	440.00	988.00	843.00	790.00	733.00
ENSOARG00020003582	ENSOART00020006590,ENSOART00020006617,ENSOART00020006701,ENSOART00020006763	0.00	2.00	161.00	60.00	359.00	169.00	2.00	185.00	0.00	0.00
ENSOARG00020003583	ENSOART00020005501,ENSOART00020005547,ENSOART00020005578	5009.00	10513.00	4214.00	5590.00	4528.00	5030.00	2931.00	7303.00	6205.00	4809.00
ENSOARG00020003584	ENSOART00020005497	2.21	31.22	15.59	0.00	15.68	0.00	3.38	2.15	5.40	35.78
ENSOARG00020003585	ENSOART00020005462,ENSOART00020005486	186.00	251.00	159.00	185.00	138.00	234.00	300.00	260.00	241.00	262.00
ENSOARG00020003586	ENSOART00020005450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003587	ENSOART00020005482	499.00	439.00	484.00	454.00	361.00	602.00	314.00	485.00	704.00	251.00
ENSOARG00020003588	ENSOART00020005480	1098.00	784.00	2262.00	1495.00	1657.00	2247.00	435.00	2714.00	1618.00	262.00
ENSOARG00020003589	ENSOART00020005468	1000.00	1105.00	921.00	932.00	1074.00	1476.00	1079.00	1250.00	1792.00	910.00
ENSOARG00020003590	ENSOART00020005484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003591	ENSOART00020005472	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003592	ENSOART00020005458	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003593	ENSOART00020005528	1218.00	1340.00	1102.00	1115.00	864.00	1256.00	1712.00	1433.84	2262.00	1360.00
ENSOARG00020003594	ENSOART00020005481	730.00	208.00	3.00	23.00	8.00	14.00	19.00	11.00	680.00	430.00
ENSOARG00020003595	ENSOART00020005465	3.00	0.00	2.44	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003596	ENSOART00020005512,ENSOART00020005539,ENSOART00020005555	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
ENSOARG00020003597	ENSOART00020005527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003598	ENSOART00020005471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003599	ENSOART00020005500,ENSOART00020005523	195.00	763.00	309.00	487.00	265.00	455.00	183.00	362.00	585.00	170.00
ENSOARG00020003600	ENSOART00020005608,ENSOART00020005626	1.01	0.00	0.00	2.00	8.00	3.00	2.00	6.01	0.00	0.00
ENSOARG00020003601	ENSOART00020005581,ENSOART00020005660	5.00	0.00	3.00	2.00	0.00	0.00	25.00	0.00	11.00	4.00
ENSOARG00020003602	ENSOART00020005540	5.45	31.32	0.00	0.00	0.00	10.24	22.78	0.00	8.75	10.98
ENSOARG00020003603	ENSOART00020005499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003604	ENSOART00020005492	483.00	274.00	489.00	458.00	470.00	582.00	144.00	568.00	649.00	84.00
ENSOARG00020003605	ENSOART00020005520,ENSOART00020005545	0.00	6.00	0.00	0.00	3.00	3.00	3.00	0.00	2.00	0.00
ENSOARG00020003606	ENSOART00020005485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003607	ENSOART00020005490	15.00	14.00	12.00	22.00	82.00	78.00	5.00	61.00	35.00	24.00
ENSOARG00020003608	ENSOART00020005489	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003609	ENSOART00020005493	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003610	ENSOART00020005616	326.00	466.00	408.00	377.00	555.00	530.00	365.00	862.00	693.00	274.00
ENSOARG00020003611	ENSOART00020006279,ENSOART00020006302,ENSOART00020006345	343.00	68.00	338.00	430.00	545.00	589.00	75.00	616.00	428.00	62.00
ENSOARG00020003612	ENSOART00020005504	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003613	ENSOART00020005559,ENSOART00020005573	11.00	8.00	24.00	15.00	37.00	26.00	7.00	16.00	13.00	0.00
ENSOARG00020003614	ENSOART00020005506,ENSOART00020005529	696.00	856.00	200.00	142.00	218.00	225.00	328.00	201.00	966.00	837.00
ENSOARG00020003615	ENSOART00020005513	344.00	750.00	319.00	452.00	1681.00	539.00	306.00	1663.00	2029.00	353.00
ENSOARG00020003616	ENSOART00020005605	317.00	296.00	275.00	365.00	272.00	349.00	144.00	280.00	482.00	94.00
ENSOARG00020003617	ENSOART00020005519,ENSOART00020005577,ENSOART00020005666	82.00	152.00	106.00	109.00	239.00	173.00	297.00	117.00	175.00	168.00
ENSOARG00020003618	ENSOART00020005505	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003619	ENSOART00020005563,ENSOART00020005580,ENSOART00020005613	273.00	112.00	264.00	127.00	169.00	219.00	22.00	262.00	325.00	15.00
ENSOARG00020003620	ENSOART00020005532	235.00	211.00	23.00	56.00	41.00	58.00	52.00	40.00	267.00	250.00
ENSOARG00020003621	ENSOART00020005544	66.00	268.00	45.00	31.00	45.00	44.00	140.00	63.00	151.00	45.00
ENSOARG00020003622	ENSOART00020005511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003623	ENSOART00020005515	94.00	193.00	66.00	82.00	65.00	156.00	67.00	24.00	181.00	79.00
ENSOARG00020003624	ENSOART00020005531,ENSOART00020005619	801.00	1045.00	824.00	1053.00	937.00	1359.00	1259.00	886.00	1215.00	932.00
ENSOARG00020003625	ENSOART00020005551,ENSOART00020005590	1360.00	1752.00	952.00	1056.00	1064.00	1318.00	2811.00	1281.00	2939.00	2548.00
ENSOARG00020003626	ENSOART00020005518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003627	ENSOART00020005549,ENSOART00020005698,ENSOART00020005717,ENSOART00020005740	522.00	726.00	415.00	460.00	538.00	579.00	1282.00	590.00	632.00	942.00
ENSOARG00020003628	ENSOART00020005522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003629	ENSOART00020005650	11.00	7.00	1718.00	679.00	764.00	1091.00	4.00	352.00	6.00	0.00
ENSOARG00020003630	ENSOART00020005524	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003631	ENSOART00020005542	2744.00	883.00	559.00	441.00	335.00	587.00	627.00	453.00	3317.00	3380.00
ENSOARG00020003632	ENSOART00020005761	10.00	5.00	2122.00	658.00	1301.00	2463.00	5.00	620.00	5.00	8.00
ENSOARG00020003633	ENSOART00020005564,ENSOART00020005602,ENSOART00020005622	207.00	70.00	114.00	174.00	132.00	216.00	77.00	224.00	257.00	249.00
ENSOARG00020003634	ENSOART00020005521	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003635	ENSOART00020005525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003636	ENSOART00020005533	2.00	2.00	0.00	1.00	4.00	3.74	0.00	1.00	3.00	0.00
ENSOARG00020003637	ENSOART00020005546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003638	ENSOART00020005556	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003639	ENSOART00020005541	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003640	ENSOART00020005550	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003641	ENSOART00020005548	1566.00	2179.00	1.00	0.00	0.00	5.00	2131.00	6.00	1615.00	439.00
ENSOARG00020003642	ENSOART00020005567	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSOARG00020003643	ENSOART00020005554,ENSOART00020005569,ENSOART00020005579	86.97	153.00	106.00	85.96	60.00	63.00	41.00	103.96	137.44	75.00
ENSOARG00020003644	ENSOART00020005706	3.00	0.00	8.00	19.00	162.00	31.00	0.00	13.00	8.00	0.00
ENSOARG00020003645	ENSOART00020006488,ENSOART00020006525,ENSOART00020006633,ENSOART00020006685	3.00	2.00	1712.00	614.00	1409.00	1525.00	0.00	1131.00	7.00	3.00
ENSOARG00020003646	ENSOART00020005553	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003647	ENSOART00020005560	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003648	ENSOART00020005561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003649	ENSOART00020005566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003650	ENSOART00020005589	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003651	ENSOART00020005645	601.00	318.00	227.00	199.00	153.00	257.00	369.00	162.00	691.00	537.00
ENSOARG00020003652	ENSOART00020005570	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003653	ENSOART00020005812,ENSOART00020005858	877.00	774.00	682.00	670.00	721.00	870.00	531.00	692.00	1144.00	576.00
ENSOARG00020003654	ENSOART00020005574	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003655	ENSOART00020005611	39.00	120.00	39.00	31.00	132.00	53.00	92.00	108.00	77.00	118.00
ENSOARG00020003656	ENSOART00020005614,ENSOART00020005669	131.00	139.00	253.00	180.00	262.00	258.00	111.00	300.00	156.00	66.00
ENSOARG00020003657	ENSOART00020005598	217.00	197.00	250.00	240.00	304.00	307.00	129.00	271.00	237.00	139.00
ENSOARG00020003658	ENSOART00020005615,ENSOART00020005705	4145.00	4593.00	1596.00	2310.00	3539.00	3011.00	2157.00	2973.00	4458.00	3675.00
ENSOARG00020003659	ENSOART00020005572	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
ENSOARG00020003660	ENSOART00020006303,ENSOART00020006429,ENSOART00020006521,ENSOART00020006564,ENSOART00020006673,ENSOART00020006742	435.00	550.00	622.00	490.00	461.00	809.00	412.00	274.00	627.00	249.00
ENSOARG00020003661	ENSOART00020005595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003662	ENSOART00020005637,ENSOART00020005667	22.00	197.00	2.00	2.00	1.00	1.00	5.00	0.00	35.00	26.00
ENSOARG00020003663	ENSOART00020005583	7807.00	13881.00	1906.00	5439.00	16031.00	6862.00	2763.00	9098.00	16355.00	26726.00
ENSOARG00020003664	ENSOART00020005597	709.00	922.00	843.00	753.00	684.00	1140.00	936.00	964.00	1058.00	913.00
ENSOARG00020003665	ENSOART00020005584	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003666	ENSOART00020005585	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003667	ENSOART00020005600,ENSOART00020005661	1045.00	2576.00	298.00	353.00	288.00	726.00	1407.00	342.00	1596.00	910.00
ENSOARG00020003668	ENSOART00020005623	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003669	ENSOART00020005627	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSOARG00020003670	ENSOART00020005588	1182.00	820.00	3319.00	650.00	1594.00	2384.00	357.00	558.00	1315.00	87.00
ENSOARG00020003671	ENSOART00020005638	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	4.00	0.00
ENSOARG00020003672	ENSOART00020005727,ENSOART00020005752	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003673	ENSOART00020005599	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003674	ENSOART00020005606	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003675	ENSOART00020005604	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003676	ENSOART00020005607	3874.00	6295.00	3066.00	3093.00	4849.00	4890.00	9780.00	4893.00	9830.00	10448.00
ENSOARG00020003677	ENSOART00020005617	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003678	ENSOART00020005612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003679	ENSOART00020005635	5633.00	5254.00	5866.00	4939.00	5174.00	6866.00	3106.00	6520.00	6683.00	1733.00
ENSOARG00020003680	ENSOART00020005618	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003681	ENSOART00020005819,ENSOART00020005832,ENSOART00020005861,ENSOART00020005885	143.00	245.00	93.00	57.00	273.00	113.00	59.00	218.00	456.00	46.00
ENSOARG00020003682	ENSOART00020005621	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSOARG00020003683	ENSOART00020005624	36.00	50.00	16.00	68.00	54.00	31.00	10.00	43.00	57.00	26.00
ENSOARG00020003684	ENSOART00020005634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003685	ENSOART00020005640	3.00	1.00	13.00	7.00	14.00	16.00	2.00	3.00	10.00	0.00
ENSOARG00020003686	ENSOART00020005632	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003687	ENSOART00020005630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003688	ENSOART00020005678	3.00	0.00	1.00	4.00	2.00	3.00	0.00	0.00	3.00	0.00
ENSOARG00020003689	ENSOART00020005663	20.00	14.00	152.00	89.00	102.00	181.00	12.00	73.00	39.00	21.00
ENSOARG00020003690	ENSOART00020005639	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003691	ENSOART00020005658	2563.00	2569.00	2232.00	1946.00	2248.00	2712.00	1635.00	1936.00	2660.00	1791.00
ENSOARG00020003692	ENSOART00020005644	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003693	ENSOART00020005659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003694	ENSOART00020005664	13.00	1.00	9.00	6.00	3.00	8.00	0.00	4.00	13.00	0.00
ENSOARG00020003695	ENSOART00020006740,ENSOART00020006844,ENSOART00020006885,ENSOART00020006993,ENSOART00020007047,ENSOART00020007163	14.00	5.00	0.00	0.00	0.00	0.00	518.62	0.00	10.00	20.00
ENSOARG00020003696	ENSOART00020005646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003697	ENSOART00020005654,ENSOART00020005670	77.00	369.00	13.00	12.00	13.00	11.00	150.00	11.00	89.00	67.00
ENSOARG00020003698	ENSOART00020005649	2.00	1.00	4.00	5.00	6.00	11.00	1.00	6.00	6.00	0.00
ENSOARG00020003699	ENSOART00020005648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003700	ENSOART00020005652	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003701	ENSOART00020005682	70.00	73.00	245.00	159.00	502.00	310.00	135.00	558.00	117.00	214.00
ENSOARG00020003702	ENSOART00020005651	5.00	1.00	12.00	23.00	75.00	28.00	0.00	16.00	13.00	1.00
ENSOARG00020003703	ENSOART00020005668,ENSOART00020005741	1299.00	2022.00	417.00	395.00	576.00	538.00	1891.00	715.00	2099.00	2019.00
ENSOARG00020003704	ENSOART00020005655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003705	ENSOART00020005665	294.00	286.00	196.00	212.00	234.00	315.00	293.00	274.00	277.00	300.00
ENSOARG00020003706	ENSOART00020005831	25.00	77.00	542.00	420.00	685.00	727.00	11.00	440.00	28.00	5.00
ENSOARG00020003707	ENSOART00020005662	1008.49	1400.01	506.70	558.53	611.94	850.27	1614.30	513.05	1227.00	1700.87
ENSOARG00020003708	ENSOART00020005804	213.00	199.00	97.00	130.00	153.00	201.00	109.00	124.00	342.00	36.00
ENSOARG00020003709	ENSOART00020005708	6.00	11.00	7.00	15.00	6.00	10.00	1.00	7.00	9.00	3.00
ENSOARG00020003710	ENSOART00020005672,ENSOART00020005696	969.00	860.00	765.00	758.00	973.00	1075.00	445.00	1253.00	1261.00	447.00
ENSOARG00020003711	ENSOART00020005677,ENSOART00020005691,ENSOART00020005713	65.47	89.21	34.54	55.95	26.93	36.12	42.67	58.94	122.67	38.43
ENSOARG00020003712	ENSOART00020005675	5.00	11.00	3.00	2.00	6.00	1.00	21.00	10.00	23.00	44.00
ENSOARG00020003713	ENSOART00020005689	32.00	14.00	105.00	45.00	73.00	120.00	3.00	95.00	59.00	2.00
ENSOARG00020003714	ENSOART00020005671	155.00	299.00	221.00	184.00	371.00	399.00	224.00	352.00	441.00	184.00
ENSOARG00020003715	ENSOART00020005685	952.00	1110.00	1862.00	1424.00	1682.00	2383.00	1090.00	1624.00	1165.00	863.00
ENSOARG00020003716	ENSOART00020005755	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSOARG00020003717	ENSOART00020005723,ENSOART00020005757,ENSOART00020005790	257.00	319.00	276.00	229.00	188.00	313.00	316.00	380.00	474.00	317.00
ENSOARG00020003718	ENSOART00020005674	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003719	ENSOART00020005681	489.00	356.00	2757.00	1730.00	1505.00	2867.00	314.00	1488.00	600.00	221.00
ENSOARG00020003720	ENSOART00020005676	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003721	ENSOART00020005679	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSOARG00020003722	ENSOART00020005692	28.00	47.00	3.00	6.00	38.00	11.00	75.00	19.00	133.00	72.00
ENSOARG00020003723	ENSOART00020005680	63.00	56.00	40.00	56.00	107.00	51.00	38.00	184.00	88.00	83.00
ENSOARG00020003724	ENSOART00020005769	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
ENSOARG00020003725	ENSOART00020005756	274.00	346.00	312.00	302.00	303.00	398.00	344.00	364.00	368.00	296.00
ENSOARG00020003726	ENSOART00020005683	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003727	ENSOART00020005695,ENSOART00020005743,ENSOART00020005809,ENSOART00020005833,ENSOART00020005923,ENSOART00020005945,ENSOART00020005975	166.00	173.00	142.00	356.00	179.00	221.00	161.00	417.00	261.00	65.00
ENSOARG00020003728	ENSOART00020005697	2735.00	3567.00	1517.00	1700.00	3081.46	2207.00	5596.00	3188.00	6303.00	10884.00
ENSOARG00020003729	ENSOART00020005690	295.00	335.00	72.00	390.00	103.00	97.00	806.00	346.00	411.00	710.00
ENSOARG00020003730	ENSOART00020005701	128.00	181.00	181.00	113.00	146.00	201.00	177.00	168.00	298.00	114.00
ENSOARG00020003731	ENSOART00020005700	13.04	6.03	10.00	8.00	25.86	17.01	11.96	34.09	10.79	12.59
ENSOARG00020003732	ENSOART00020005688	13.00	58.00	7.00	13.00	11.00	24.00	43.00	1.00	22.00	21.00
ENSOARG00020003733	ENSOART00020005703	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003734	ENSOART00020005699,ENSOART00020005762	3043.00	2239.00	3127.00	2811.00	2707.00	3337.00	844.00	3241.00	4314.00	589.00
ENSOARG00020003735	ENSOART00020005798,ENSOART00020005865	154.00	159.00	1.00	8.00	6.00	3.00	492.00	2.00	204.00	52.00
ENSOARG00020003736	ENSOART00020005694	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003737	ENSOART00020005767	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003738	ENSOART00020005712,ENSOART00020005914	1702.00	2094.00	1362.00	1182.00	1509.00	1852.00	1618.00	1387.00	2266.00	968.00
ENSOARG00020003739	ENSOART00020005764,ENSOART00020005785	920.00	1602.00	751.00	632.00	826.00	847.00	1720.00	920.00	1677.00	1670.00
ENSOARG00020003740	ENSOART00020005702	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003741	ENSOART00020006103,ENSOART00020006136,ENSOART00020006173,ENSOART00020006245	761.00	695.00	759.00	703.00	881.00	956.00	793.00	1086.00	1140.00	720.00
ENSOARG00020003742	ENSOART00020005707,ENSOART00020005751,ENSOART00020005802	6.00	12.00	38.00	24.00	6.00	34.00	9.00	11.00	31.00	13.00
ENSOARG00020003743	ENSOART00020005704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020003744	ENSOART00020005725,ENSOART00020005778,ENSOART00020005825,ENSOART00020005837,ENSOART00020005880,ENSOART00020005901,ENSOART00020005943,ENSOART00020005960	3.00	38.00	10.00	6.00	15.00	17.00	11.00	10.00	22.00	12.00
ENSOARG00020003745	ENSOART00020006140,ENSOART00020006164	580.00	677.00	1506.00	1756.00	1497.00	1791.00	482.00	1469.00	1069.00	522.00
